lesion_voxels,lesion_count,cumulative_count,cumulative_fraction
229,1,359,0.45849297573435505
232,2,361,0.4610472541507024
239,1,362,0.4623243933588761
241,2,364,0.4648786717752235
242,1,365,0.4661558109833972
248,2,367,0.46871008939974457
251,1,368,0.46998722860791825
254,1,369,0.47126436781609193
256,1,370,0.4725415070242657
265,1,371,0.47381864623243936
266,1,372,0.47509578544061304
271,1,373,0.4763729246487867
275,1,374,0.4776500638569604
279,1,375,0.4789272030651341
287,1,376,0.48020434227330777
313,1,377,0.48148148148148145
318,1,378,0.4827586206896552
319,1,379,0.4840357598978289
346,1,380,0.48531289910600256
353,1,381,0.48659003831417624
354,1,382,0.4878671775223499
359,1,383,0.4891443167305236
363,1,384,0.4904214559386973
367,1,385,0.49169859514687103
369,1,386,0.4929757343550447
370,1,387,0.4942528735632184
380,1,388,0.4955300127713921
386,1,389,0.49680715197956576
397,1,390,0.49808429118773945
402,2,392,0.5006385696040868
406,1,393,0.5019157088122606
414,1,394,0.5031928480204342
420,1,395,0.5044699872286079
424,1,396,0.5057471264367817
429,1,397,0.5070242656449553
444,1,398,0.508301404853129
458,1,399,0.5095785440613027
481,1,400,0.5108556832694764
495,1,401,0.51213282247765
499,1,402,0.5134099616858238
505,1,403,0.5146871008939975
540,1,404,0.5159642401021711
542,1,405,0.5172413793103449
543,1,406,0.5185185185185185
544,1,407,0.5197956577266922
561,1,408,0.5210727969348659
562,1,409,0.5223499361430396
593,1,410,0.5236270753512133
618,1,411,0.524904214559387
645,1,412,0.5261813537675607
666,1,413,0.5274584929757343
670,1,414,0.5287356321839081
674,1,415,0.5300127713920817
688,1,416,0.5312899106002554
690,1,417,0.5325670498084292
715,2,419,0.5351213282247765
724,1,420,0.5363984674329502
741,1,421,0.5376756066411239
778,1,422,0.5389527458492975
873,1,423,0.5402298850574713
882,1,424,0.541507024265645
894,1,425,0.5427841634738186
946,1,426,0.5440613026819924
953,1,427,0.545338441890166
987,1,428,0.5466155810983397
1035,1,429,0.5478927203065134
1036,1,430,0.5491698595146871
1037,1,431,0.5504469987228607
1050,1,432,0.5517241379310345
1053,2,434,0.5542784163473818
1076,1,435,0.5555555555555556
1172,1,436,0.5568326947637292
1192,1,437,0.558109833971903
1238,1,438,0.5593869731800766
1241,1,439,0.5606641123882503
1247,1,440,0.561941251596424
1254,1,441,0.5632183908045977
1263,1,442,0.5644955300127714
1287,1,443,0.565772669220945
1346,1,444,0.5670498084291188
1369,1,445,0.5683269476372924
1466,1,446,0.5696040868454662
1468,1,447,0.5708812260536399
1499,1,448,0.5721583652618135
1590,1,449,0.5734355044699873
1655,1,450,0.5747126436781609
1686,1,451,0.5759897828863346
1695,1,452,0.5772669220945083
1710,1,453,0.578544061302682
1711,1,454,0.5798212005108557
1749,1,455,0.5810983397190294
1900,1,456,0.5823754789272031
1933,1,457,0.5836526181353767
1944,1,458,0.5849297573435505
2040,1,459,0.5862068965517241
2051,1,460,0.5874840357598978
2066,1,461,0.5887611749680716
2164,1,462,0.5900383141762452
2170,1,463,0.5913154533844189
2184,1,464,0.5925925925925926
2243,1,465,0.5938697318007663
2275,1,466,0.5951468710089399
2283,1,467,0.5964240102171137
2308,1,468,0.5977011494252874
2378,1,469,0.598978288633461
2385,1,470,0.6002554278416348
2401,1,471,0.6015325670498084
2509,1,472,0.6028097062579821
2514,1,473,0.6040868454661558
2553,1,474,0.6053639846743295
2575,1,475,0.6066411238825032
2642,1,476,0.6079182630906769
2665,1,477,0.6091954022988506
2755,1,478,0.6104725415070242
2778,1,479,0.611749680715198
2807,1,480,0.6130268199233716
2830,1,481,0.6143039591315453
2908,1,482,0.6155810983397191
2998,1,483,0.6168582375478927
3069,1,484,0.6181353767560664
3321,1,485,0.6194125159642401
3385,1,486,0.6206896551724138
3549,1,487,0.6219667943805874
3604,1,488,0.6232439335887612
3686,1,489,0.6245210727969349
3728,1,490,0.6257982120051085
3794,1,491,0.6270753512132823
3842,1,492,0.6283524904214559
3887,1,493,0.6296296296296297
4018,1,494,0.6309067688378033
4152,1,495,0.632183908045977
4180,1,496,0.6334610472541508
4201,1,497,0.6347381864623244
4306,1,498,0.6360153256704981
4320,1,499,0.6372924648786717
4362,1,500,0.6385696040868455
4439,1,501,0.6398467432950191
4462,1,502,0.6411238825031929
4467,1,503,0.6424010217113666
4515,1,504,0.6436781609195402
4517,1,505,0.644955300127714
4528,1,506,0.6462324393358876
4594,1,507,0.6475095785440613
4670,1,508,0.648786717752235
4678,1,509,0.6500638569604087
4948,1,510,0.6513409961685823
4998,1,511,0.6526181353767561
5085,1,512,0.6538952745849298
5096,1,513,0.6551724137931034
5161,1,514,0.6564495530012772
5240,1,515,0.6577266922094508
5475,1,516,0.6590038314176245
5701,1,517,0.6602809706257982
5843,1,518,0.6615581098339719
5863,1,519,0.6628352490421456
5932,1,520,0.6641123882503193
5994,1,521,0.665389527458493
6030,1,522,0.6666666666666666
6046,1,523,0.6679438058748404
6153,1,524,0.669220945083014
6406,1,525,0.6704980842911877
6420,1,526,0.6717752234993615
6450,1,527,0.6730523627075351
6525,1,528,0.6743295019157088
6642,1,529,0.6756066411238825
6658,1,530,0.6768837803320562
6674,1,531,0.6781609195402298
6929,1,532,0.6794380587484036
7100,1,533,0.6807151979565773
7126,1,534,0.6819923371647509
7167,1,535,0.6832694763729247
7185,1,536,0.6845466155810983
7220,1,537,0.685823754789272
7433,1,538,0.6871008939974457
7513,1,539,0.6883780332056194
7958,1,540,0.6896551724137931
8078,1,541,0.6909323116219668
8198,1,542,0.6922094508301405
8211,1,543,0.6934865900383141
8277,1,544,0.6947637292464879
8318,1,545,0.6960408684546615
8348,1,546,0.6973180076628352
8391,1,547,0.698595146871009
8444,1,548,0.6998722860791826
8609,1,549,0.7011494252873564
8612,1,550,0.70242656449553
8812,1,551,0.7037037037037037
8857,1,552,0.7049808429118773
8968,1,553,0.7062579821200511
8972,2,555,0.7088122605363985
8988,1,556,0.7100893997445722
8994,1,557,0.7113665389527458
8999,1,558,0.7126436781609196
9061,1,559,0.7139208173690932
9110,1,560,0.7151979565772669
9119,1,561,0.7164750957854407
9134,1,562,0.7177522349936143
9248,1,563,0.719029374201788
9460,1,564,0.7203065134099617
9521,1,565,0.7215836526181354
9541,1,566,0.722860791826309
9558,1,567,0.7241379310344828
9609,1,568,0.7254150702426565
9723,1,569,0.7266922094508301
9783,1,570,0.7279693486590039
9803,1,571,0.7292464878671775
9881,1,572,0.7305236270753512
10006,1,573,0.7318007662835249
10068,1,574,0.7330779054916986
10291,1,575,0.7343550446998723
10382,1,576,0.735632183908046
10779,1,577,0.7369093231162197
10889,1,578,0.7381864623243933
10910,1,579,0.7394636015325671
10930,1,580,0.7407407407407407
10937,1,581,0.7420178799489144
10960,1,582,0.7432950191570882
11280,1,583,0.7445721583652618
11757,1,584,0.7458492975734355
11862,1,585,0.7471264367816092
11967,1,586,0.7484035759897829
12114,1,587,0.7496807151979565
12560,1,588,0.7509578544061303
12637,1,589,0.7522349936143039
12824,1,590,0.7535121328224776
12974,1,591,0.7547892720306514
13097,1,592,0.756066411238825
13197,1,593,0.7573435504469987
13223,1,594,0.7586206896551724
13411,1,595,0.7598978288633461
13565,1,596,0.7611749680715197
13887,1,597,0.7624521072796935
14154,1,598,0.7637292464878672
14156,1,599,0.7650063856960408
14159,1,600,0.7662835249042146
14609,1,601,0.7675606641123882
14660,1,602,0.768837803320562
15071,1,603,0.7701149425287356
15090,1,604,0.7713920817369093
15137,1,605,0.7726692209450831
15207,1,606,0.7739463601532567
15491,1,607,0.7752234993614304
15496,1,608,0.776500638569604
15508,1,609,0.7777777777777778
15608,1,610,0.7790549169859514
15625,1,611,0.7803320561941252
15878,1,612,0.7816091954022989
15998,1,613,0.7828863346104725
16000,1,614,0.7841634738186463
16124,1,615,0.7854406130268199
16169,1,616,0.7867177522349936
16220,1,617,0.7879948914431673
16756,1,618,0.789272030651341
16862,1,619,0.7905491698595147
16882,1,620,0.7918263090676884
16987,1,621,0.7931034482758621
17025,1,622,0.7943805874840357
17168,1,623,0.7956577266922095
17200,1,624,0.7969348659003831
17433,1,625,0.7982120051085568
17494,1,626,0.7994891443167306
17596,1,627,0.8007662835249042
17626,1,628,0.8020434227330779
17941,1,629,0.8033205619412516
18208,1,630,0.8045977011494253
18247,1,631,0.8058748403575989
18278,2,633,0.8084291187739464
18377,1,634,0.80970625798212
18878,1,635,0.8109833971902938
19332,1,636,0.8122605363984674
19455,1,637,0.8135376756066411
19484,1,638,0.8148148148148148
19526,1,639,0.8160919540229885
19746,1,640,0.8173690932311622
19867,1,641,0.8186462324393359
20127,1,642,0.8199233716475096
20159,1,643,0.8212005108556832
20368,1,644,0.822477650063857
20431,1,645,0.8237547892720306
20624,1,646,0.8250319284802043
20898,1,647,0.8263090676883781
20900,1,648,0.8275862068965517
20970,1,649,0.8288633461047255
21017,1,650,0.8301404853128991
21101,1,651,0.8314176245210728
21145,1,652,0.8326947637292464
21248,1,653,0.8339719029374202
21676,1,654,0.8352490421455939
21843,1,655,0.8365261813537676
22045,1,656,0.8378033205619413
22111,1,657,0.8390804597701149
22247,1,658,0.8403575989782887
22487,1,659,0.8416347381864623
23180,1,660,0.842911877394636
24006,1,661,0.8441890166028098
24084,1,662,0.8454661558109834
24199,1,663,0.8467432950191571
24320,1,664,0.8480204342273308
24408,1,665,0.8492975734355045
24882,1,666,0.8505747126436781
24896,1,667,0.8518518518518519
25085,1,668,0.8531289910600255
25212,1,669,0.8544061302681992
25238,1,670,0.855683269476373
25439,1,671,0.8569604086845466
25922,1,672,0.8582375478927203
26232,1,673,0.859514687100894
26239,1,674,0.8607918263090677
26260,1,675,0.8620689655172413
26393,1,676,0.8633461047254151
26843,1,677,0.8646232439335888
26852,1,678,0.8659003831417624
26986,1,679,0.8671775223499362
27264,1,680,0.8684546615581098
27471,1,681,0.8697318007662835
27499,1,682,0.8710089399744572
27541,1,683,0.8722860791826309
27740,1,684,0.8735632183908046
28143,1,685,0.8748403575989783
28193,1,686,0.876117496807152
28231,1,687,0.8773946360153256
28376,1,688,0.8786717752234994
28671,1,689,0.879948914431673
29029,1,690,0.8812260536398467
29277,1,691,0.8825031928480205
29512,1,692,0.8837803320561941
29856,1,693,0.8850574712643678
29915,1,694,0.8863346104725415
30137,1,695,0.8876117496807152
30331,1,696,0.8888888888888888
30476,1,697,0.8901660280970626
30502,1,698,0.8914431673052363
30707,1,699,0.89272030651341
30930,1,700,0.8939974457215837
30993,1,701,0.8952745849297573
31036,1,702,0.896551724137931
31423,1,703,0.8978288633461047
31479,1,704,0.8991060025542784
31530,1,705,0.9003831417624522
31532,1,706,0.9016602809706258
31669,1,707,0.9029374201787995
31852,1,708,0.9042145593869731
32176,1,709,0.9054916985951469
32343,2,711,0.9080459770114943
32721,1,712,0.909323116219668
33162,1,713,0.9106002554278416
33378,1,714,0.9118773946360154
33520,1,715,0.913154533844189
34537,1,716,0.9144316730523627
35009,1,717,0.9157088122605364
35303,1,718,0.9169859514687101
35353,1,719,0.9182630906768838
35699,1,720,0.9195402298850575
35908,1,721,0.9208173690932312
36237,1,722,0.9220945083014048
36276,1,723,0.9233716475095786
36467,1,724,0.9246487867177522
36563,1,725,0.9259259259259259
37188,1,726,0.9272030651340997
37268,1,727,0.9284802043422733
37491,1,728,0.929757343550447
37591,1,729,0.9310344827586207
38056,1,730,0.9323116219667944
38522,1,731,0.933588761174968
38724,1,732,0.9348659003831418
38817,1,733,0.9361430395913155
38971,1,734,0.9374201787994891
38972,1,735,0.9386973180076629
39120,1,736,0.9399744572158365
39499,1,737,0.9412515964240102
40102,1,738,0.9425287356321839
40449,1,739,0.9438058748403576
40615,1,740,0.9450830140485313
42341,1,741,0.946360153256705
42708,1,742,0.9476372924648787
43153,1,743,0.9489144316730523
43287,1,744,0.9501915708812261
43762,1,745,0.9514687100893997
43764,1,746,0.9527458492975734
44483,1,747,0.9540229885057471
45102,1,748,0.9553001277139208
46541,1,749,0.9565772669220945
46584,1,750,0.9578544061302682
46894,1,751,0.9591315453384419
47114,1,752,0.9604086845466155
47122,1,753,0.9616858237547893
47352,1,754,0.9629629629629629
48053,1,755,0.9642401021711366
48144,1,756,0.9655172413793104
49738,1,757,0.966794380587484
50077,1,758,0.9680715197956578
50410,1,759,0.9693486590038314
50835,1,760,0.9706257982120051
52126,1,761,0.9719029374201787
54056,1,762,0.9731800766283525
54919,1,763,0.9744572158365262
57620,1,764,0.9757343550446999
58404,1,765,0.9770114942528736
58541,1,766,0.9782886334610472
58807,1,767,0.979565772669221
60223,1,768,0.9808429118773946
60985,1,769,0.9821200510855683
61078,1,770,0.9833971902937421
63708,1,771,0.9846743295019157
65091,1,772,0.9859514687100894
66770,1,773,0.9872286079182631
68563,1,774,0.9885057471264368
68990,1,775,0.9897828863346104
72328,1,776,0.9910600255427842
74535,1,777,0.9923371647509579
77493,1,778,0.9936143039591315
78174,1,779,0.9948914431673053
79556,1,780,0.9961685823754789
87058,1,781,0.9974457215836526
89359,1,782,0.9987228607918263
111241,1,783,1.0
