lesion_voxels,lesion_count,cumulative_count,cumulative_fraction
25624,1,393,0.5390946502057613
25910,1,394,0.5404663923182441
26498,1,395,0.541838134430727
26806,1,396,0.5432098765432098
27176,1,397,0.5445816186556928
29220,1,398,0.5459533607681756
29899,1,399,0.5473251028806584
30244,1,400,0.5486968449931413
30268,1,401,0.5500685871056241
30333,1,402,0.551440329218107
30441,1,403,0.5528120713305898
30490,1,404,0.5541838134430727
31109,1,405,0.5555555555555556
31168,1,406,0.5569272976680384
31532,1,407,0.5582990397805213
32058,1,408,0.5596707818930041
32233,1,409,0.5610425240054869
33352,1,410,0.5624142661179699
33994,1,411,0.5637860082304527
34135,1,412,0.5651577503429356
34226,1,413,0.5665294924554184
34436,1,414,0.5679012345679012
34692,1,415,0.5692729766803841
35439,1,416,0.5706447187928669
35829,1,417,0.5720164609053497
36220,1,418,0.5733882030178327
36335,1,419,0.5747599451303155
36796,1,420,0.5761316872427984
36900,1,421,0.5775034293552812
37427,1,422,0.578875171467764
37959,1,423,0.5802469135802469
38258,1,424,0.5816186556927297
38545,1,425,0.5829903978052127
39237,1,426,0.5843621399176955
39410,1,427,0.5857338820301783
39761,1,428,0.5871056241426612
40542,1,429,0.588477366255144
41115,1,430,0.5898491083676269
42213,1,431,0.5912208504801097
42640,1,432,0.5925925925925926
43332,1,433,0.5939643347050755
43464,1,434,0.5953360768175583
43568,1,435,0.5967078189300411
43789,1,436,0.598079561042524
43879,1,437,0.5994513031550068
44519,1,438,0.6008230452674898
44553,1,439,0.6021947873799726
44771,1,440,0.6035665294924554
45118,1,441,0.6049382716049383
45281,1,442,0.6063100137174211
45683,1,443,0.607681755829904
45869,1,444,0.6090534979423868
45947,1,445,0.6104252400548696
46230,1,446,0.6117969821673526
46338,1,447,0.6131687242798354
46431,1,448,0.6145404663923183
46538,1,449,0.6159122085048011
46678,1,450,0.6172839506172839
49008,1,451,0.6186556927297668
49783,1,452,0.6200274348422496
49924,1,453,0.6213991769547325
50181,1,454,0.6227709190672154
50706,1,455,0.6241426611796982
51064,1,456,0.6255144032921811
51790,1,457,0.6268861454046639
51836,1,458,0.6282578875171467
52455,1,459,0.6296296296296297
53273,1,460,0.6310013717421125
53622,1,461,0.6323731138545954
53730,1,462,0.6337448559670782
53883,1,463,0.635116598079561
54778,1,464,0.6364883401920439
54955,1,465,0.6378600823045267
55310,1,466,0.6392318244170097
55777,1,467,0.6406035665294925
56130,1,468,0.6419753086419753
56445,1,469,0.6433470507544582
56446,1,470,0.644718792866941
57067,1,471,0.6460905349794238
58204,1,472,0.6474622770919067
58737,1,473,0.6488340192043895
59105,1,474,0.6502057613168725
59335,1,475,0.6515775034293553
59362,1,476,0.6529492455418381
59679,1,477,0.654320987654321
60318,1,478,0.6556927297668038
61448,1,479,0.6570644718792867
61746,1,480,0.6584362139917695
62354,1,481,0.6598079561042524
62931,1,482,0.6611796982167353
63061,1,483,0.6625514403292181
63158,1,484,0.663923182441701
63353,1,485,0.6652949245541838
64107,1,486,0.6666666666666666
64347,1,487,0.6680384087791496
65316,1,488,0.6694101508916324
65712,1,489,0.6707818930041153
65989,1,490,0.6721536351165981
66646,1,491,0.6735253772290809
66670,1,492,0.6748971193415638
66776,1,493,0.6762688614540466
66816,1,494,0.6776406035665294
67006,1,495,0.6790123456790124
68113,1,496,0.6803840877914952
68292,1,497,0.6817558299039781
68884,1,498,0.6831275720164609
69625,1,499,0.6844993141289437
69757,1,500,0.6858710562414266
70781,1,501,0.6872427983539094
71734,1,502,0.6886145404663924
72651,1,503,0.6899862825788752
73649,1,504,0.691358024691358
73680,1,505,0.6927297668038409
73693,1,506,0.6941015089163237
73801,1,507,0.6954732510288066
74721,1,508,0.6968449931412894
74907,1,509,0.6982167352537723
75942,1,510,0.6995884773662552
76785,1,511,0.700960219478738
76837,1,512,0.7023319615912208
76964,1,513,0.7037037037037037
76975,1,514,0.7050754458161865
77676,1,515,0.7064471879286695
77739,1,516,0.7078189300411523
78130,1,517,0.7091906721536351
78523,1,518,0.710562414266118
78549,1,519,0.7119341563786008
78754,1,520,0.7133058984910837
79071,1,521,0.7146776406035665
79528,1,522,0.7160493827160493
79583,1,523,0.7174211248285323
80057,1,524,0.7187928669410151
80394,1,525,0.720164609053498
80574,1,526,0.7215363511659808
80742,1,527,0.7229080932784636
81847,1,528,0.7242798353909465
82022,1,529,0.7256515775034293
82727,1,530,0.7270233196159122
82734,1,531,0.7283950617283951
82811,1,532,0.7297668038408779
82904,1,533,0.7311385459533608
83418,1,534,0.7325102880658436
83461,1,535,0.7338820301783264
84844,1,536,0.7352537722908093
85112,1,537,0.7366255144032922
85117,1,538,0.7379972565157751
86352,1,539,0.7393689986282579
87169,1,540,0.7407407407407407
87324,1,541,0.7421124828532236
87519,1,542,0.7434842249657064
87535,1,543,0.7448559670781894
87602,1,544,0.7462277091906722
89164,1,545,0.747599451303155
90585,1,546,0.7489711934156379
90721,1,547,0.7503429355281207
91132,1,548,0.7517146776406035
91510,1,549,0.7530864197530864
91573,1,550,0.7544581618655692
91633,1,551,0.7558299039780522
91738,1,552,0.757201646090535
92567,1,553,0.7585733882030178
92606,1,554,0.7599451303155007
92611,1,555,0.7613168724279835
93724,1,556,0.7626886145404664
94078,1,557,0.7640603566529492
95391,1,558,0.7654320987654321
95422,1,559,0.766803840877915
95589,1,560,0.7681755829903978
95702,1,561,0.7695473251028807
97133,1,562,0.7709190672153635
97157,1,563,0.7722908093278463
97196,1,564,0.7736625514403292
97209,1,565,0.7750342935528121
98006,1,566,0.7764060356652949
98507,1,567,0.7777777777777778
98672,1,568,0.7791495198902606
98993,1,569,0.7805212620027435
99614,1,570,0.7818930041152263
99646,1,571,0.7832647462277091
99795,1,572,0.7846364883401921
99836,1,573,0.7860082304526749
100750,1,574,0.7873799725651578
100859,1,575,0.7887517146776406
100886,1,576,0.7901234567901234
101415,1,577,0.7914951989026063
103496,1,578,0.7928669410150891
103687,1,579,0.7942386831275721
105016,1,580,0.7956104252400549
105852,1,581,0.7969821673525377
107150,1,582,0.7983539094650206
107291,1,583,0.7997256515775034
107652,1,584,0.8010973936899863
107720,1,585,0.8024691358024691
107731,1,586,0.803840877914952
107934,1,587,0.8052126200274349
110151,1,588,0.8065843621399177
110207,1,589,0.8079561042524005
111003,1,590,0.8093278463648834
111282,1,591,0.8106995884773662
111613,1,592,0.8120713305898491
111722,1,593,0.813443072702332
111967,1,594,0.8148148148148148
113260,1,595,0.8161865569272977
115615,1,596,0.8175582990397805
116473,1,597,0.8189300411522634
117804,1,598,0.8203017832647462
118373,1,599,0.821673525377229
119308,1,600,0.823045267489712
120390,1,601,0.8244170096021948
120674,1,602,0.8257887517146777
121150,1,603,0.8271604938271605
121570,1,604,0.8285322359396433
122656,1,605,0.8299039780521262
122731,1,606,0.831275720164609
122734,1,607,0.8326474622770919
123631,1,608,0.8340192043895748
124711,1,609,0.8353909465020576
125269,1,610,0.8367626886145405
125286,1,611,0.8381344307270233
125352,1,612,0.8395061728395061
125679,1,613,0.840877914951989
126591,1,614,0.8422496570644719
126909,1,615,0.8436213991769548
127189,1,616,0.8449931412894376
127217,1,617,0.8463648834019204
128062,1,618,0.8477366255144033
128634,1,619,0.8491083676268861
130287,1,620,0.850480109739369
130504,1,621,0.8518518518518519
131588,1,622,0.8532235939643347
132171,1,623,0.8545953360768176
134267,1,624,0.8559670781893004
135252,1,625,0.8573388203017832
136334,1,626,0.8587105624142661
137049,1,627,0.8600823045267489
137151,1,628,0.8614540466392319
138049,1,629,0.8628257887517147
138458,1,630,0.8641975308641975
139229,1,631,0.8655692729766804
139252,1,632,0.8669410150891632
139506,1,633,0.8683127572016461
142954,1,634,0.869684499314129
142973,1,635,0.8710562414266118
144016,1,636,0.8724279835390947
144486,1,637,0.8737997256515775
145124,1,638,0.8751714677640604
146391,1,639,0.8765432098765432
146406,1,640,0.877914951989026
147179,1,641,0.879286694101509
147393,1,642,0.8806584362139918
147786,1,643,0.8820301783264746
147861,1,644,0.8834019204389575
148380,1,645,0.8847736625514403
149288,1,646,0.8861454046639232
149394,1,647,0.887517146776406
149572,1,648,0.8888888888888888
149596,1,649,0.8902606310013718
149712,1,650,0.8916323731138546
149889,1,651,0.8930041152263375
150136,1,652,0.8943758573388203
150972,1,653,0.8957475994513031
151285,1,654,0.897119341563786
151459,1,655,0.8984910836762688
154185,1,656,0.8998628257887518
154508,1,657,0.9012345679012346
155075,1,658,0.9026063100137174
156604,1,659,0.9039780521262003
156659,1,660,0.9053497942386831
157246,1,661,0.906721536351166
157339,1,662,0.9080932784636488
157482,1,663,0.9094650205761317
158381,1,664,0.9108367626886146
158413,1,665,0.9122085048010974
159137,1,666,0.9135802469135802
159631,1,667,0.9149519890260631
161478,1,668,0.9163237311385459
161998,1,669,0.9176954732510288
162396,1,670,0.9190672153635117
162584,1,671,0.9204389574759945
162700,1,672,0.9218106995884774
163356,1,673,0.9231824417009602
163607,1,674,0.9245541838134431
166139,1,675,0.9259259259259259
168114,1,676,0.9272976680384087
168746,1,677,0.9286694101508917
169683,1,678,0.9300411522633745
169892,1,679,0.9314128943758574
170297,1,680,0.9327846364883402
170359,1,681,0.934156378600823
171025,1,682,0.9355281207133059
171454,1,683,0.9368998628257887
172592,1,684,0.9382716049382716
173081,1,685,0.9396433470507545
173793,1,686,0.9410150891632373
173907,1,687,0.9423868312757202
174520,1,688,0.943758573388203
175302,1,689,0.9451303155006858
175360,1,690,0.9465020576131687
175367,1,691,0.9478737997256516
175526,1,692,0.9492455418381345
175662,1,693,0.9506172839506173
180470,1,694,0.9519890260631001
180618,1,695,0.953360768175583
180697,1,696,0.9547325102880658
183040,1,697,0.9561042524005487
183839,1,698,0.9574759945130316
184709,1,699,0.9588477366255144
185135,1,700,0.9602194787379973
186258,1,701,0.9615912208504801
187315,1,702,0.9629629629629629
187562,1,703,0.9643347050754458
188626,1,704,0.9657064471879286
189007,1,705,0.9670781893004116
190205,1,706,0.9684499314128944
191366,1,707,0.9698216735253772
194704,1,708,0.9711934156378601
195243,1,709,0.9725651577503429
198688,1,710,0.9739368998628258
200543,1,711,0.9753086419753086
202330,1,712,0.9766803840877915
204201,1,713,0.9780521262002744
205820,1,714,0.9794238683127572
210321,1,715,0.9807956104252401
211633,1,716,0.9821673525377229
211959,1,717,0.9835390946502057
217379,1,718,0.9849108367626886
218247,1,719,0.9862825788751715
220144,1,720,0.9876543209876543
222987,1,721,0.9890260631001372
227126,1,722,0.99039780521262
230152,1,723,0.9917695473251029
231815,1,724,0.9931412894375857
232096,1,725,0.9945130315500685
248263,1,726,0.9958847736625515
256851,1,727,0.9972565157750343
297620,1,728,0.9986282578875172
361777,1,729,1.0
